Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Year,Month
Coco Chanel,3MEN2 KBRN,Eladio Carrion,QM4TX2344391,988,48.4,459282058,67717,32043186,72.0,100210832,673502,49000,17997404,147682062,1805292,46.0,24347,102,13.0,242670,17.0,9497644,3142,0,742228,True,2023,March
Calm Down Baby,Calm Down Baby Single,DJ Laxman,FR10S2458617,989,48.4,1389772733,1,1,0.0,0,0,0,0,0,0,2.0,0,0,0.0,0,0.0,0,0,0,0,False,2024,January
At My Worst,The Prelude,Pink Sweat,USAT22003823,991,48.3,670245273,83819,24550707,64.0,537033479,4862491,3893052,155783189,1736930175,10765679,58.0,32924,388,17.0,104909,8.0,1187501,3010,0,2977114,False,2020,July
TOO MUCH,TOO MUCH,The Kid LAROI,USSM12307154,990,48.3,137894955,20037,20683852,0.0,45533851,1730466,4402,2179277,13108162,1665204683,37.0,99290,31,37.0,404042,39.0,2640092,369,"1,157,460",601987,True,2023,October
Go Down Deh feat Shaggy and Sean Paul,Go Down Deh feat Shaggy and Sean Paul,Spice,USVPR2100046,993,48.2,218431985,56998,7122424,61.0,336505073,3901948,3595260,338445934,-2147483648,11491467,24.0,20192,98,10.0,193061,14.0,12362903,6285,"2,388,111",6024636,False,2021,April
Cake By The Ocean Cover,NEW TIK TOK BUZZ BEST,MUSIC LAB JPN,TCJPV2340543,1103,48.2,1611084670,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,True,2023,June
Miles On It,Miles on It,Marshmello,QZZVQ2400059,992,48.2,41924126,3794,124369916,79.0,4219901,103922,0,0,0,237146592,87.0,4032,33,51.0,8224597,91.0,9227545,2729,"239,024",189286,False,2024,May
El Caballito,El Caballito Single,FARIANA,QM6N22408548,994,48.2,184278,74,5010610,42.0,0,0,63000,14587439,205181975,0,4.0,8,0,0.0,0,12.0,387,0,0,2840,True,2024,June
PICK UP THE PHONE feat Nate Dogg,PICK UP THE PHONE feat Nate Dogg,PAWSA,GBCEN2400112,995,48.1,2284977,1425,11819359,22.0,186215,4951,0,0,0,0,13.0,243,0,16.0,206878,24.0,0,0,"1,035,215",44984,True,2024,May
Tomorrow 2 with Cardi B,Tomorrow 2 with Cardi B,GloRilla,USUM72217666,996,48.1,157806193,27840,14490602,64.0,216925153,1357039,264839,77376260,507673872,175345907,41.0,221878,172,6.0,22426,60.0,54650583,33003,0,1089768,True,2022,September
Se Prepar,Se Prepar,Ozuna,USXDR1700552,997,48.1,846909112,81897,37257314,73.0,2003507626,8554387,357129,31889859,259122341,265630619,50.0,11560,115,18.0,197244,32.0,202338087,58208,0,2526044,False,2017,August
Lost on You,Lost On You,LP,QMRSZ1501406,998,48.1,837042727,127522,22902207,70.0,-2147483648,13313083,87300,31874280,239446479,220914117,80.0,80796,0,105.0,511599,13.0,4454935,23901,0,16431621,False,2016,March
Le,Le o Si,Mar lia Mendo,BRWNV2200185,999,48.0,415752953,20588,32327663,66.0,423072409,2136310,318300,58453253,754580262,1139343976,26.0,8809,0,55.0,7373693,13.0,14151,29,0,280389,False,2022,December
What Jhumka From Rocky Aur Rani Kii Prem Kahaani,What Jhumka From Rocky Aur Rani Kii Prem Kahaani,Pritam,INH102309955,1005,47.9,159909273,7624,11285253,64.0,329088407,1435514,0,0,0,92792948,12.0,1145,0,1.0,1097,21.0,0,0,0,109794,False,2023,July
Lean Wit Me,Lean Wit Me,Juice WRLD,USUG11800945,1001,47.9,880781313,137341,29154307,72.0,432457883,3689786,28508,3880481,33981823,5946423,21.0,835,113,10.0,71637,2.0,59762272,55696,"120,023,575",934193,True,2018,May
HOTEL LOBBY Unc Phew,HOTEL LOBBY Unc and Phew,Quavo,USUG12202512,1002,47.9,399707517,131547,25873871,69.0,44839108,449678,1332,101238,1130861,2803361,66.0,36742,836,12.0,1000634,36.0,81514413,12561,0,2145146,True,2022,May
Choli Ke Peeche From Crew,Choli Ke Peeche From Crew Single,Diljit Dosanjh,INT102400983,1006,47.9,16264473,552,6584623,0.0,93523633,390514,0,0,0,0,1.0,487,0,0.0,0,11.0,0,0,0,35056,False,2024,March
April Rain in August Weather,April Rain in August Weather Single,Baba Blakes,FR96X2351551,1004,47.9,408449,38,1747,12.0,524571173,1510602,23,20,385,0,0.0,25,0,0.0,0,0.0,0,0,0,75,False,2023,March
LEATHER,LEATHER,MAKAELA,QZJG52355895,1000,47.9,1696,0,0,0.0,604258394,1611760,0,0,0,0,0.0,6,0,0.0,0,0.0,0,0,0,0,True,2023,January
Panini,Panini,Lil Nas X,USSM11903948,1003,47.9,741766886,96241,16599790,62.0,659070547,10294151,334492,59073681,493209730,229239236,68.0,46553,504,22.0,405827,18.0,132924483,229717,"43,940,834",2409985,False,2019,June
She Had Me At Heads Carolina,Stereotype,Cole Swindell,USWB12200181,1007,47.9,244709550,33533,14159174,69.0,92809269,501049,53799,11305059,140118719,466327206,31.0,418626,159,4.0,96022,28.0,154772045,37582,0,911477,False,2022,April
So Long London,THE TORTURED POETS DEPARTMENT,Taylor Swift,USUG12401032,1008,47.8,175613480,4454,20883678,84.0,15237337,222750,0,247100,1510800,24074850,29.0,774,0,6.0,284806,27.0,2107786,2086,0,67886,False,2024,April
good 4 u,good 4 u,Olivia Rodrigo,USUG12101253,1009,47.8,-2147483648,12805,3065794,54.0,0,0,0,0,0,0,93.0,819886,0,6.0,192922,2.0,0,0,0,7171230,False,2021,May
bad idea right,bad idea right,Olivia Rodrigo,USUG12304094,1012,47.7,433515672,37313,23894665,12.0,37971085,871048,236657,92857729,839351640,1213115245,73.0,12873,495,38.0,8664321,37.0,10949173,15146,0,706445,True,2023,August
Ay DiOs M,Ay DiOs M,KAROL G,USUM72013593,1016,47.7,599215039,57051,16707832,61.0,834762162,5130805,2265527,71390703,779241131,38462285,111.0,26349,168,25.0,244418,33.0,54177152,13881,"2,842,552",1362793,False,2020,July
happier,SOUR,Olivia Rodrigo,USUG12101247,1015,47.7,1133535049,116055,29173011,79.0,352845171,3883946,722581,472933333,-2147483648,326868389,56.0,20348,0,11.0,193230,11.0,34992093,44126,0,1970544,True,2021,May
Lalala,Lalala,Y2K,USSM11904230,1010,47.7,968133091,142494,16656325,66.0,707665227,10665380,2733359,556612849,-2147483648,368355428,76.0,25256,267,33.0,6401270,7.0,0,0,0,9155025,True,2019,June
ONE MORE TIME,ONE MORE TIME MORE THAN YOU KNOW,blink 182,USSM12306395,1011,47.7,62097485,16027,7986146,0.0,36646460,717689,5436,2500510,39957104,40665968,23.0,159385,44,18.0,291819,61.0,3622597,4137,0,1145608,False,2023,September
Unknown,Unknown,HoneyWorks,JPX402200183,1014,47.7,23191929,5912,438018,51.0,128703160,1112327,3400886,499324989,-2147483648,80772548,3.0,80,0,0.0,0,6.0,46380,60,0,188814,False,2022,November
Tubar o Te,Tubar o Te,Dj LK da Esc,BC91N2200001,1013,47.7,150177750,30142,13282269,59.0,153683754,1673637,2700000,1300234701,-2147483648,6064515,9.0,151,281,28.0,89832,10.0,64326,340,0,1072415,True,2022,September
Chichiquetere,Chichiquetere,HCTM,SGB502231965,1017,47.6,1858478,581,37113,28.0,163462,3981,5101153,88338099,1420793896,0,0.0,23,0,0.0,0,0.0,0,0,0,49225,False,2022,August
After Hours,After Hours,Kehlani,USAT22401034,1019,47.6,34629239,3962,55053444,14.0,2560026,50310,0,477400,4592500,14602910,49.0,36465,7,17.0,215137,32.0,4067131,1027,"603,693",349619,True,2024,April
Monkeys Spinning Monkeys,SteamFun Single,Kevin MacLeod,USUAN1400011,1018,47.6,11477477,7679,1490705,36.0,11457166,123604,31963934,-2147483648,-2147483648,1418397,4.0,2557,0,1.0,43207,1.0,0,0,0,1177639,False,2011,May
II MOST WANTED,COWBOY CARTER,Beyonc,USSM12402717,1022,47.5,76870736,5252,32501444,0.0,6424033,126715,0,0,0,200314697,76.0,35701,23,83.0,6321279,64.0,4488447,1755,"176,006",286217,False,2024,March
One Kiss with Dua Lipa,Dua Lipa Complete Edition,Calvin Harris,GBARL1800368,1024,47.5,-2147483648,291456,162511602,79.0,1256080361,8723122,1932873,174361744,1597020461,706333060,458.0,160995,376,548.0,3408335,103.0,141238520,81291,0,15829169,False,2015,January
Mmhmm,Mmhmm,BigXthaPlug,QZNMX2391413,1020,47.5,155648648,28131,46683719,82.0,27758776,286628,44222,881868,7609548,105397484,20.0,23720,203,1.0,1924,10.0,7238417,2385,"5,358,274",479173,True,2023,October
BOP,KIRK,DaBaby,USUM71918972,1021,47.5,820923123,158363,34079735,68.0,661665888,6303898,74988,16461096,129969428,156344017,68.0,140499,401,38.0,202117,7.0,123274962,145513,0,2417871,True,2019,September
Husn,Husn,Anuv Jain,INUM72303081,1023,47.5,181457783,12424,10746664,74.0,130834495,1816271,0,0,0,1014573386,9.0,104,0,1.0,1097,6.0,0,1,0,355361,False,2023,December
Titanium feat Sia,Nothing But The Beat,Sia,GB28K1100036,1031,47.4,1634403761,244291,103798139,74.0,1855838617,9070363,223184,49312980,510515661,1440344388,253.0,213633,53,142.0,1062057,77.0,651980038,1038186,0,15214627,False,2011,January
Kahani Suno 2 0,Kahani Suno 2 0,Kaifi Khalil,QZK6Q2278612,1027,47.4,296648613,21479,6678540,68.0,510727740,6497078,1200000,27052606,410960127,0,2.0,0,0,1.0,1097,0.0,0,0,0,422144,False,2022,May
No se ve mp3,No se ve mp3 Single,Emilia,QM6N22333334,1025,47.4,218340846,30667,18842918,64.0,223159269,879627,225600,67337219,876147905,290956426,20.0,23591,12,30.0,766172,54.0,13860,0,0,744536,True,2023,May
Lean On feat M DJ Snake J Balvin Farruko R,Lean On feat M DJ Snake J Balvin Farruko Re,Major Lazer,FR6P11501180,1030,47.4,53822187,2081,465455,0.0,-2147483648,17418989,0,37,956,1393748323,0.0,0,0,1.0,234,0.0,0,0,0,0,False,2015,September
Arcade,Arcade,Duncan Laurence,NL1TK1900001,1029,47.4,1184536529,199838,52970224,69.0,439603979,6566306,1458534,698504294,-2147483648,852884,124.0,162431,210,51.0,343757,20.0,43572216,21328,0,11835805,False,2019,March
Ya Te Olvide,Ya Te Olvide,Natanael Cano,QZ9QQ2400324,1032,47.4,38139811,1763,29137587,79.0,19437867,412418,0,0,0,0,9.0,4,0,2.0,1229099,15.0,938522,120,0,114816,False,2024,May
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,GBARL1500704,1026,47.4,1156342373,168603,66723908,78.0,1961319809,8520003,527189,148496036,982629718,234830168,364.0,77370,80,132.0,734737,12.0,164858805,135026,0,14394209,False,2015,July
BUTTERFLY EFFECT,EPIC AF,Travis Scott,USSM11704799,1028,47.4,1388024799,219410,37089107,79.0,583707677,4328247,103265,22575146,236970860,39422962,133.0,7534,0,31.0,285491,27.0,190725773,62017,"89,880,570",3356112,False,2017,January
Let You Down,Let You Down,NF,USUM71708226,1034,47.2,1472430869,187536,40032849,73.0,668707222,7011620,754672,35519027,270757450,128349191,68.0,67662,137,30.0,104624,11.0,484243114,237879,0,8887316,False,2017,September
FE N feat Playboi Carti,FE N feat Playboi Carti,Travis Scott,USSM22301824,1033,47.2,656618110,3,82,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,True,2024,March
Bad Memories feat Elley Duh FAST,Bad Memories feat Elley Duh FAST,MEDUZA,GBUM72203666,1035,47.2,460973352,87026,76037102,69.0,21938855,220610,46341,11711694,202563112,0,93.0,200995,171,59.0,1721803,22.0,4963625,1266,"2,244,208",3373945,False,2022,July
Yo Perreo Sola,YHLQMDLG,Bad Bunny,QM4TX2030934,1036,47.1,745086450,95154,29388631,67.0,818482247,8068018,1515908,126702212,1133216780,291194930,128.0,24957,38,35.0,372403,53.0,81678830,65483,0,1822325,False,2020,February
ETA,NewJeans 2nd EP Get Up,NewJeans,USA2P2330071,1038,47.1,234215735,20419,7910753,74.0,189170317,1734442,98128,38199952,297802502,537474239,24.0,2619,21,2.0,18940,4.0,696801,973,"1,352,255",248138,False,2023,July
Jordan,Jordan,Ryan Castro,FR96X2111994,1037,47.1,535847791,57454,22561916,73.0,602969531,3455570,2054500,440899222,-2147483648,126173423,23.0,16697,394,9.0,55353,29.0,1005285,1583,0,1079602,False,2021,April
Take You Dancing,Take You Dancing,Jason Derulo,USAT22004479,1039,47.1,716319941,98905,32882211,65.0,460154791,3442896,522107,149900995,1506051452,176273148,145.0,392495,115,91.0,3010119,31.0,111888753,21214,0,0,False,2020,July
BUBALU,BUBALU,Feid,USUM72312321,1043,47.0,152487756,26763,34486818,0.0,91266986,531703,22360,672615,7708938,140740472,33.0,45802,34,44.0,11519450,27.0,1037674,651,0,783303,False,2023,September
Be Alright,Be Alright,Dean Lewis,AUUM71800255,1042,47.0,1749353402,182732,81424354,72.0,244698483,2156754,191718,48497239,379547638,2742,148.0,153400,53,47.0,238867,26.0,187475548,145064,"38,670,021",12744176,True,2018,June
Jalebi Baby,Jalebi Baby,Tesher,QZNWQ2070741,1041,47.0,164137928,47324,4827888,58.0,569438267,9098356,3568275,609856643,-2147483648,8067537,43.0,20053,26,3.0,1874,3.0,1536646,4239,"3,441,396",6489242,False,2020,November
Endless Summer,Endless Summer,Alan Walker,NOG842305010,1040,47.0,28340672,7147,9900066,55.0,6667293,144046,2207992,16323044,395590915,13897403,8.0,16735,0,10.0,108472,8.0,297266,120,0,150561,True,2023,July
Belly Dancer,Belly Dancer,Imanbek,NLZ542200165,1047,46.9,547114702,110008,103107258,75.0,152539885,1025216,81866,45025550,367187204,675951120,85.0,125928,0,73.0,1992797,42.0,0,0,0,3826486,False,2022,February
Who Told You feat Drake,Who Told You feat Drake Single,J Hus,GBARL2300716,1046,46.9,142574143,72496,16207605,62.0,16368063,168658,80897,28314723,264112132,511758,90.0,25565,45,36.0,503882,49.0,434491,0,0,845300,True,2023,June
NIGHT DANCER,NIGHT DANCER Single,imase,JPPO02202918,1045,46.9,239149370,46984,6134615,67.0,281173184,3281196,1132387,226568824,-2147483648,80772548,32.0,2272,0,3.0,10100,2.0,304322,906,0,1864998,False,2022,August
Yoksun,Yoksun Single,Ebru Ya,FR2X42424385,1048,46.9,33174286,1658,1193973,0.0,119795906,342242,0,0,0,1145002460,9.0,5456,0,2.0,1581911,0.0,0,0,0,499594,False,2024,February
DON T YOU WORRY,Don t You Worry,Black Eyed Peas,USSM12202555,1044,46.9,302939117,48916,26723190,62.0,236850911,1744818,86202,6704531,74013480,-2147483648,57.0,232177,654,51.0,1215691,32.0,1954271,2652,0,4456945,False,2022,June
Rowdy Baby From Maari 2,U1 For Life,Dhanush,IND291823075,1057,46.8,58283353,12,2710,0.0,1558088734,6652026,0,0,0,169255135,0.0,0,0,0.0,0,5.0,344,98,0,139710,False,2020,August
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duh,USRC11903813,1054,46.8,1104008150,173612,51608714,72.0,431904675,4882117,612500,304312367,-2147483648,42354537,72.0,88909,0,35.0,997273,3.0,19854772,17812,0,10511473,False,2020,January
Pickup Man feat Post Malone,HIXTAPE Vol 3 DIFFTAPE Small Batch,HARDY,USUG12305726,1055,46.8,27891947,11898,5352704,0.0,0,0,0,0,0,0,8.0,8698,0,1.0,1,20.0,156941809,31924,"345,159",96725,False,2023,November
Volando Remix,Volando Remix,Mora,QMFME2105596,1052,46.8,701919939,105247,22304375,68.0,560364244,2647485,26200,9024221,74137126,45891350,85.0,14824,15,21.0,301957,22.0,14229625,2125,0,1404755,True,2021,July
Moth To A Flame with The Weeknd,The Highlights Deluxe,Swedish House Mafia,USUG12105524,1056,46.8,861100951,153435,41139591,74.0,95899960,848696,35151,18345722,184453448,2623975,122.0,245294,305,64.0,3075152,47.0,20927702,4078,"4,485,036",5566537,False,2021,February
WORTH IT feat Don Toliver,WORTH IT feat Don Toliver,Offset,USUM72313166,1050,46.8,48339964,24760,10056008,0.0,9010442,103229,0,1020812,10073870,1861090,21.0,115298,406,3.0,905920,10.0,17202812,2526,0,889320,True,2023,October
Can t Catch Me Now from The Hunger Games The Ballad of Songbirds,Can t Catch Me Now from The Hunger Games The Ballad of Songbirds S,Olivia Rodrigo,USUG12307028,1053,46.8,259807712,30605,33315037,0.0,9545403,163045,73845,85733614,538186129,0,41.0,12664,0,40.0,592661,29.0,6040638,5126,"1,472,596",1027616,False,2023,November
Solteiro For ado Boiadeira Internacio,Solteiro For ado Boiadeira Internacio,Ana Castela,BX3022300019,1051,46.8,210195998,10723,12965116,65.0,291263121,1409361,33900,3996634,55226429,1201657034,6.0,6009,0,22.0,7921538,9.0,1736,0,0,137611,False,2023,July
Naina From Crew,Naina From Crew Single,Diljit Dosanjh,INT102400827,1049,46.8,65661355,2351,12360484,76.0,89220257,546476,0,0,0,44670108,16.0,617,0,2.0,1606,20.0,0,0,0,127403,False,2024,March
Bel Bont El3areedh,Haflet Al ahramat 2022 Egypt,Hussain Aljassmi,AEA142213346,1059,46.7,16119,5,411,6.0,634519417,4362725,0,0,0,2105270,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2022,December
Naa Ready From Leo,Naa Ready From Leo,Anirudh Ravichander,INS172307161,1058,46.7,142430643,6611,5093444,64.0,347065741,4171813,0,663,18800,153732169,8.0,46,0,0.0,0,18.0,2762,0,0,101174,False,2023,June
D jala Que Vuelva feat Manuel Tur,D jala Que Vuelva feat Manuel Tur,Piso 21,MXF151700546,1061,46.6,871780891,56085,22005461,68.0,-2147483648,4669074,137939,12865488,121241311,206887325,41.0,123,55,46.0,5165685,44.0,28752324,9678,0,1867651,False,2017,October
Feel the POP,You had me at HELLO,ZEROBASEONE,KRA492400588,1060,46.6,8699917,533,10481435,58.0,31498812,685645,0,131400,329800,0,5.0,101,9,4.0,34481,25.0,1443,16,"17,497",11352,False,2024,May
Diamonds,Unapologetic Edited Version,Rihanna,USUM71211793,1063,46.5,1419912461,180128,62951327,70.0,-2147483648,11532780,12421,899775,6890158,404667689,164.0,248320,81,123.0,1169312,53.0,545061119,521352,0,11373333,False,2012,January
Fuera del mercado,dannocean,Danny Ocean,USWL12200098,1064,46.5,535013440,57772,25048190,71.0,162236183,1010851,2681307,387587032,-2147483648,339251328,54.0,28857,327,32.0,910491,28.0,1646419,1389,0,1371874,True,2022,February
Poor People We,Poor People We,Harp and a monkey,UKXN22273282,1062,46.5,1071,6,1694,0.0,654777639,0,0,0,0,176,0.0,2,0,0.0,0,0.0,0,0,0,23,False,2022,November
El Cielo,El Cielo Single,Sky Rompiendo,USSD12300241,1068,46.4,354097795,53606,50446311,74.0,89166241,599270,26367,10289035,107126101,9653765,64.0,18198,53,37.0,398533,19.0,5226972,391,0,542456,True,2023,June
ALL MY FELLAS,ALL MY FELLAS,Frizk,QZTAZ2359846,1070,46.4,56978899,19534,2505224,0.0,31575700,824524,1095900,77314395,641905367,86472968,3.0,13,49,0.0,0,0.0,345036,3980,0,460827,True,2023,September
Bebefinn Song,Bebefinn Song Single,Pinkfong,KRE672300203,1069,46.4,38895,8,611,0.0,50007108,65432,0,0,0,0,1.0,0,0,0.0,0,0.0,0,0,0,0,False,2024,May
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,USUM72401987,1066,46.4,58810212,3394,9510078,87.0,0,0,97,0,0,0,31.0,146,0,5.0,159005,9.0,161908,138,"680,392",104093,False,2024,May
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,QM6MZ2214894,1067,46.4,366872354,61014,15444758,68.0,146768761,1402279,2232600,180281548,1794129686,20198310,14.0,8167,0,8.0,482273,7.0,10647882,2818,"2,328,837",768036,False,2022,May
Talk feat Disclosure,Talk,Khalid,USRC11900004,1065,46.4,968194426,121168,29487473,64.0,468753245,3701432,622138,22886397,175481915,364423555,171.0,301064,955,58.0,635116,73.0,374578867,177764,0,5865620,False,2019,February
Rompe La Dompe,Rompe La Dompe,Peso Pluma,QMFMG2368181,1071,46.3,164219485,11966,20373836,0.0,101560741,564659,0,0,0,414178081,15.0,643,0,16.0,13007504,11.0,3424638,1070,0,184898,True,2023,December
greedy sped up,greedy,Tate McRae,USRC12302740,1074,46.2,21648841,2778,2506076,0.0,0,0,1992300,242655468,-2147483648,0,2.0,4,400,1.0,878,8.0,608904,447,0,0,True,2023,September
Reloj,Reloj,Rauw Alejandro,USSD12000471,1072,46.2,579749218,90725,22415388,65.0,645701697,3354975,1567493,149903879,1294351127,154245751,89.0,16280,13,22.0,291938,23.0,47558473,9485,0,1542421,True,2020,October
Unknown,Single,Unknown,THSOH2402582,1073,46.2,2730458,257,128196,0.0,89974882,536584,0,0,0,0,1.0,0,0,0.0,0,0.0,0,0,0,15042,False,2024,March
You re Mines Still feat,You re Mines Still feat,Yung Bleu,USWB12004394,1075,46.1,233139871,77694,13955396,63.0,425539008,2824144,98082,15980144,111422826,42967196,53.0,194040,57,5.0,638,5.0,155675259,46530,"25,280,506",523078,True,2020,October
BADGYAL,SAKURA,SAIKO,QM4TX2482887,1076,46.1,56282981,5849,51387051,80.0,13102384,110873,0,0,0,5411568,25.0,982,0,11.0,2671234,5.0,3698,9,0,279219,True,2024,April
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,USUG12106458,1079,46.0,24285898,8422,1181602,54.0,9750600,41196,917,97854,1029336,2034,1.0,104,0,1.0,23919,0.0,16796873,965499,0,211234,True,2022,January
DILUVIO,PLAYA SATURNO,Rauw Alejandro,USSD12300302,1078,46.0,310562790,33458,54918981,79.0,113130284,482647,148600,42427834,372688472,784575181,55.0,8643,50,42.0,3054645,43.0,9966566,2768,"169,769",841414,True,2023,July
ZEZE feat Travis Scott Offset,ZEZE feat Travis Scott Offset,Kodak Black,USAT21811523,1080,46.0,1070685587,203323,32147932,71.0,494548432,4682485,1386205,55794187,463776007,84796677,82.0,72133,90,27.0,129554,14.0,235258481,117224,0,4235259,True,2018,October
Kesariya From Brahmastra,Kesariya From Brahmastra Single,Pritam,INS172203702,1084,46.0,516740949,30584,13659510,67.0,548697509,6082861,0,0,0,174637093,35.0,2050,0,1.0,1097,13.0,896892,661,"3,338",372802,False,2022,July
The Craving single version,The Craving single version Single,Twenty One Pilots,USAT22403454,1083,46.0,9084595,1087,26826278,0.0,11912619,302647,0,0,0,59828100,33.0,7678,15,20.0,476040,78.0,1346719,92,0,35315,False,2024,May
Bartolito,20 GRANDES X,Duo Tiempo de Sol,ARF061500454,1082,46.0,70061366,6847,1133511,62.0,-2147483648,9018759,0,0,0,0,2.0,199,0,1.0,3695,0.0,0,0,"17,519",73794,False,2015,October
Peaches,The Super Mario Bros Movie Original Motion Picture Soundtrack,Jack Black,USQ4E2204040,1077,46.0,144252786,35929,3276465,64.0,68229038,1462629,822942,255693787,-2147483648,17180346,17.0,0,817,3.0,146493,10.0,17629603,82070,"946,535",292159,False,2023,April
